tiempo,simbolo,probabilidad,informacion,cantidad de paquetes,entropia
23:41:36,192.168.1.1,1.0,-,37,-
23:42:36,192.168.1.38,0.717948717948718,0.3016142631684555,273,0.5939114576395432
23:42:36,192.168.1.33,0.014652014652014652,3.8441017614912996,273,0.5939114576395432
23:42:36,192.168.1.1,0.2673992673992674,1.2006167850494904,273,0.5939114576395432
23:43:37,192.168.1.38,0.632258064516129,0.4173061260806401,310,0.6495846524414058
23:43:37,192.168.1.33,0.012903225806451613,3.9597936244034844,310,0.6495846524414058
23:43:37,192.168.1.1,0.3548387096774194,0.9430915186128765,310,0.6495846524414058
23:44:37,192.168.1.38,0.5664739884393064,0.517310903663938,346,0.6805320992018824
23:44:37,192.168.1.33,0.014450867052023121,3.8566843884117703,346,0.6805320992018824
23:44:37,192.168.1.1,0.4190751445086705,0.7916396363011077,346,0.6805320992018824
23:45:41,192.168.1.38,0.5117493472584856,0.6097877630354008,383,0.6854375185891215
23:45:41,192.168.1.33,0.013054830287206266,3.949161247783233,383,0.6854375185891215
23:45:41,192.168.1.1,0.4751958224543081,0.6772437462954879,383,0.6854375185891215
23:46:41,192.168.1.38,0.4547563805104408,0.7172625311050776,431,0.7009115060275681
23:46:41,192.168.1.33,0.018561484918793503,3.6288202758564645,431,0.7009115060275681
23:46:41,192.168.1.1,0.5266821345707656,0.5836072281693171,431,0.7009115060275681
23:47:42,192.168.1.38,0.4152542372881356,0.7999767847313263,472,0.6942757037938916
23:47:42,192.168.1.33,0.019067796610169493,3.6043237901970855,472,0.6942757037938916
23:47:42,192.168.1.1,0.565677966101695,0.5185908924030077,472,0.6942757037938916
23:48:44,192.168.1.38,0.3843137254901961,0.870458191986191,510,0.6914268347102572
23:48:44,192.168.1.33,0.021568627450980392,3.492146858807812,510,0.6914268347102572
23:48:44,192.168.1.1,0.5941176470588235,0.4739414674127123,510,0.6914268347102572
23:49:45,192.168.1.38,0.358974358974359,0.9325440167399129,546,0.6757252642055727
23:49:45,192.168.1.33,0.020146520146520148,3.554232683561534,546,0.6757252642055727
23:49:45,192.168.1.1,0.6208791208791209,0.4338371901358197,546,0.6757252642055727
23:50:46,192.168.1.38,0.3361921097770154,0.9922267740528483,583,0.6592447264006672
23:50:46,192.168.1.33,0.018867924528301886,3.6139154408744694,583,0.6592447264006672
23:50:46,192.168.1.1,0.6449399656946827,0.39922914342449894,583,0.6592447264006672
23:51:46,192.168.1.38,0.31766612641815234,1.0438208060326044,617,0.659591423941556
23:51:46,192.168.1.33,0.022690437601296597,3.445994308765484,617,0.659591423941556
23:51:46,192.168.1.1,0.6596434359805511,0.3787103446359528,617,0.659591423941556
23:52:48,192.168.1.38,0.293591654247392,0.8840585683719037,671,0.5121590049490855
23:52:48,192.168.1.33,0.020864381520119227,2.7914070170712897,671,0.5121590049490855
23:52:48,10.36.0.1,0.0014903129657228018,4.695084478100092,671,0.5121590049490855
23:52:48,192.168.1.1,0.684053651266766,0.27390930639318783,671,0.5121590049490855
23:53:49,192.168.1.38,0.2770745428973277,0.9258269650815195,711,0.5018117147977961
23:53:49,192.168.1.33,0.02109704641350211,2.7834075770054487,711,0.5018117147977961
23:53:49,10.36.0.1,0.0014064697609001407,4.736852874809707,711,0.5018117147977961
