tiempo,origen_ip,origen_mac,destino_ip,destino_mac,modo
17:21:17,192.168.1.1,78:6a:89:20:33:89,192.168.1.40,ff:ff:ff:ff:ff:ff,2
17:21:17,0.0.0.0,fc:0f:e6:b0:5e:e2,192.168.1.39,ff:ff:ff:ff:ff:ff,2
17:21:18,192.168.1.39,fc:0f:e6:b0:5e:e2,192.168.1.39,ff:ff:ff:ff:ff:ff,2
17:21:18,192.168.1.39,fc:0f:e6:b0:5e:e2,192.168.1.39,ff:ff:ff:ff:ff:ff,2
17:21:18,192.168.1.1,78:6a:89:20:33:89,192.168.1.39,ff:ff:ff:ff:ff:ff,2
17:21:18,192.168.1.1,78:6a:89:20:33:89,192.168.1.39,ff:ff:ff:ff:ff:ff,2
17:24:57,192.168.1.37,e4:40:e2:68:2c:24,192.168.1.1,ff:ff:ff:ff:ff:ff,2
17:25:45,10.36.0.1,00:0e:d6:08:1c:00,10.36.15.236,ff:ff:ff:ff:ff:ff,2
17:26:14,192.168.1.34,a0:39:f7:0a:97:c3,192.168.1.1,ff:ff:ff:ff:ff:ff,2
17:27:14,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.0,ff:ff:ff:ff:ff:ff,2
17:27:14,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.1,ff:ff:ff:ff:ff:ff,2
17:27:14,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.2,ff:ff:ff:ff:ff:ff,2
17:27:14,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.3,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.4,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.5,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.6,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.7,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.8,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.9,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.10,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.11,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.12,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.13,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.14,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.15,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.16,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.17,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.18,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.19,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.20,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.21,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.22,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.23,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.24,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.25,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.26,ff:ff:ff:ff:ff:ff,2
17:27:15,192.168.1.38,00:26:5e:4e:cb:92,192.168.1.27,ff:ff:ff:ff:ff:ff,2
